/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/7020/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/54.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/10680/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/55.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/9020/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/56.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/27660/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/57.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/43200/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/58.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/9080/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/59.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/42060/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/60.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/17060/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/61.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/4740/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/62.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/25380/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/63.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/23460/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/64.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/5780/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/65.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/16900/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/66.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/31800/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/67.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/16520/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/68.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/38820/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/69.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/4300/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/70.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/23520/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/71.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/52260/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/72.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/9900/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/73.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/38040/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/74.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/28440/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/75.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/47700/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/76.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/8000/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/77.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/16300/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/78.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/31560/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/79.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/52560/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/80.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/5700/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/81.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/17480/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/82.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/17280/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/83.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/15300/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/84.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/33480/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/85.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/17340/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/86.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/180/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/87.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/27900/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/88.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/45720/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/89.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/2460/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/90.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/17460/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/91.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/44460/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/92.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/22260/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/93.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/31380/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/94.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/48540/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/95.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/23580/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/96.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/18840/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/97.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/8840/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/98.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/42840/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/99.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/49860/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/100.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/51180/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/101.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/38940/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/102.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/16360/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/103.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/47880/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/104.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/28080/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/105.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/18900/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/106.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/1200/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/107.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/10840/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/108.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/17120/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/109.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/2340/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/110.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/50160/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/111.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/43980/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/112.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/48360/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/113.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/11440/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/114.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/2760/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/115.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/23820/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/116.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/14860/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/117.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/39780/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/118.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/46860/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/119.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/23880/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/120.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/50040/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/121.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/11840/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/122.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/20280/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/123.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/1680/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/124.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/42240/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/125.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/47340/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/126.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/50820/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/127.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/17240/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/128.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/4920/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/129.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/14400/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/130.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/14140/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/131.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/21300/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/132.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/12820/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/133.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/6700/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/134.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/5440/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/135.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/41220/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/136.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/13180/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/137.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/24420/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/138.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/20160/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/139.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/13120/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/140.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/8220/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/141.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/42300/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/142.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/52740/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/143.png
/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/clips/0313-1/3480/20.jpg,/media/aaditya/New Volume/internship_files/datasets/tusimple_dataset/train_set/binary_gt/144.png
